id,step,task_id,subject,group_kind,claim_group_id,opposing_group_id,labels,payload_json,created_at
921,306,T_0031,10.93.217.173,risk,G_T_0031_risk_malicious,G_T_0031_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00306"",""new_group"":""G_T_0031_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00303""}",2026-06-28T09:43:53+08:00
922,307,T_0031,10.93.217.173,risk,G_T_0031_risk_malicious,G_T_0031_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00307"",""new_group"":""G_T_0031_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00303""}",2026-06-28T09:43:54+08:00
923,308,T_0031,10.93.217.173,action,G_T_0031_action_malicious,G_T_0031_action_benign,malicious vs benign,"{""new_claim_id"":""C_00308"",""new_group"":""G_T_0031_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00304""}",2026-06-28T09:43:54+08:00
924,309,T_0031,10.93.217.173,risk,G_T_0031_risk_malicious,G_T_0031_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00309"",""new_group"":""G_T_0031_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00303""}",2026-06-28T09:43:54+08:00
925,310,T_0031,10.93.217.173,risk,G_T_0031_risk_malicious,G_T_0031_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00310"",""new_group"":""G_T_0031_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00303""}",2026-06-28T09:43:54+08:00
926,315,T_0032,10.96.224.186,risk,G_T_0032_risk_benign,G_T_0032_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00315"",""new_group"":""G_T_0032_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0032_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00313""}",2026-06-28T09:43:54+08:00
927,316,T_0032,10.96.224.186,risk,G_T_0032_risk_benign,G_T_0032_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00316"",""new_group"":""G_T_0032_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0032_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00313""}",2026-06-28T09:43:55+08:00
928,317,T_0032,10.96.224.186,risk,G_T_0032_risk_benign,G_T_0032_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00317"",""new_group"":""G_T_0032_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0032_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00313""}",2026-06-28T09:43:55+08:00
929,318,T_0032,10.96.224.186,action,G_T_0032_action_benign,G_T_0032_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00318"",""new_group"":""G_T_0032_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0032_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00314""}",2026-06-28T09:43:55+08:00
930,319,T_0032,10.96.224.186,risk,G_T_0032_risk_benign,G_T_0032_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00319"",""new_group"":""G_T_0032_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0032_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00313""}",2026-06-28T09:43:55+08:00
931,320,T_0032,10.96.224.186,risk,G_T_0032_risk_malicious,G_T_0032_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00320"",""new_group"":""G_T_0032_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0032_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00319""}",2026-06-28T09:43:55+08:00
932,325,T_0033,10.99.231.199,risk,G_T_0033_risk_malicious,G_T_0033_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00325"",""new_group"":""G_T_0033_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00323""}",2026-06-28T09:43:56+08:00
933,326,T_0033,10.99.231.199,risk,G_T_0033_risk_malicious,G_T_0033_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00326"",""new_group"":""G_T_0033_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00323""}",2026-06-28T09:43:56+08:00
934,327,T_0033,10.99.231.199,risk,G_T_0033_risk_malicious,G_T_0033_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00327"",""new_group"":""G_T_0033_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00323""}",2026-06-28T09:43:56+08:00
935,328,T_0033,10.99.231.199,action,G_T_0033_action_malicious,G_T_0033_action_benign,malicious vs benign,"{""new_claim_id"":""C_00328"",""new_group"":""G_T_0033_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00324""}",2026-06-28T09:43:56+08:00
936,329,T_0033,10.99.231.199,risk,G_T_0033_risk_malicious,G_T_0033_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00329"",""new_group"":""G_T_0033_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00323""}",2026-06-28T09:43:56+08:00
937,330,T_0033,10.99.231.199,risk,G_T_0033_risk_malicious,G_T_0033_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00330"",""new_group"":""G_T_0033_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00323""}",2026-06-28T09:43:56+08:00
938,335,T_0034,10.102.238.212,risk,G_T_0034_risk_malicious,G_T_0034_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00335"",""new_group"":""G_T_0034_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0034_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00333""}",2026-06-28T09:43:57+08:00
939,336,T_0034,10.102.238.212,risk,G_T_0034_risk_malicious,G_T_0034_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00336"",""new_group"":""G_T_0034_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0034_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00333""}",2026-06-28T09:43:57+08:00
940,337,T_0034,,risk,G_T_0034_risk_malicious,G_T_0034_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00337"",""new_group"":""G_T_0034_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0034_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00333""}",2026-06-28T09:43:57+08:00
941,338,T_0034,10.102.238.212,action,G_T_0034_action_malicious,G_T_0034_action_benign,malicious vs benign,"{""new_claim_id"":""C_00338"",""new_group"":""G_T_0034_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0034_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00334""}",2026-06-28T09:43:57+08:00
942,339,T_0034,10.102.238.212,risk,G_T_0034_risk_malicious,G_T_0034_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00339"",""new_group"":""G_T_0034_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0034_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00333""}",2026-06-28T09:43:57+08:00
943,340,T_0034,10.102.238.212,risk,G_T_0034_risk_benign,G_T_0034_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00340"",""new_group"":""G_T_0034_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0034_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00339""}",2026-06-28T09:43:57+08:00
944,345,T_0035,10.105.245.225,risk,G_T_0035_risk_benign,G_T_0035_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00345"",""new_group"":""G_T_0035_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00343""}",2026-06-28T09:43:58+08:00
945,346,T_0035,10.105.245.225,risk,G_T_0035_risk_benign,G_T_0035_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00346"",""new_group"":""G_T_0035_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00343""}",2026-06-28T09:43:58+08:00
946,347,T_0035,10.105.245.225,risk,G_T_0035_risk_benign,G_T_0035_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00347"",""new_group"":""G_T_0035_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00343""}",2026-06-28T09:43:58+08:00
947,348,T_0035,10.105.245.225,action,G_T_0035_action_benign,G_T_0035_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00348"",""new_group"":""G_T_0035_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_003"",""opposing_claim_id"":""C_00344""}",2026-06-28T09:43:58+08:00
948,349,T_0035,10.105.245.225,risk,G_T_0035_risk_benign,G_T_0035_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00349"",""new_group"":""G_T_0035_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00343""}",2026-06-28T09:43:58+08:00
949,350,T_0035,10.105.245.225,risk,G_T_0035_risk_benign,G_T_0035_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00350"",""new_group"":""G_T_0035_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00343""}",2026-06-28T09:43:58+08:00
950,355,T_0036,10.108.2.238,risk,G_T_0036_risk_malicious,G_T_0036_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00355"",""new_group"":""G_T_0036_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0036_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00353""}",2026-06-28T09:43:59+08:00
951,356,T_0036,10.108.2.238,risk,G_T_0036_risk_malicious,G_T_0036_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00356"",""new_group"":""G_T_0036_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0036_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00353""}",2026-06-28T09:43:59+08:00
952,357,T_0036,10.108.2.238,risk,G_T_0036_risk_malicious,G_T_0036_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00357"",""new_group"":""G_T_0036_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0036_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00353""}",2026-06-28T09:43:59+08:00
953,358,T_0036,10.108.2.238,action,G_T_0036_action_malicious,G_T_0036_action_benign,malicious vs benign,"{""new_claim_id"":""C_00358"",""new_group"":""G_T_0036_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0036_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00354""}",2026-06-28T09:43:59+08:00
954,359,T_0036,10.108.2.238,risk,G_T_0036_risk_malicious,G_T_0036_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00359"",""new_group"":""G_T_0036_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0036_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00353""}",2026-06-28T09:43:59+08:00
955,360,T_0036,10.108.2.238,risk,G_T_0036_risk_benign,G_T_0036_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00360"",""new_group"":""G_T_0036_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0036_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00359""}",2026-06-28T09:43:59+08:00
956,365,T_0037,10.111.9.11,risk,G_T_0037_risk_benign,G_T_0037_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00365"",""new_group"":""G_T_0037_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00363""}",2026-06-28T09:44:00+08:00
957,366,T_0037,10.111.9.11,risk,G_T_0037_risk_benign,G_T_0037_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00366"",""new_group"":""G_T_0037_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00363""}",2026-06-28T09:44:00+08:00
958,367,T_0037,10.111.9.11,risk,G_T_0037_risk_benign,G_T_0037_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00367"",""new_group"":""G_T_0037_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00363""}",2026-06-28T09:44:01+08:00
959,368,T_0037,10.111.9.11,action,G_T_0037_action_benign,G_T_0037_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00368"",""new_group"":""G_T_0037_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00364""}",2026-06-28T09:44:01+08:00
960,369,T_0037,10.111.9.11,risk,G_T_0037_risk_benign,G_T_0037_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00369"",""new_group"":""G_T_0037_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00363""}",2026-06-28T09:44:01+08:00
961,370,T_0037,10.111.9.11,risk,G_T_0037_risk_benign,G_T_0037_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00370"",""new_group"":""G_T_0037_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00363""}",2026-06-28T09:44:01+08:00
962,375,T_0038,10.114.16.24,risk,G_T_0038_risk_malicious,G_T_0038_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00375"",""new_group"":""G_T_0038_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0038_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00373""}",2026-06-28T09:44:01+08:00
963,376,T_0038,10.114.16.24,risk,G_T_0038_risk_malicious,G_T_0038_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00376"",""new_group"":""G_T_0038_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0038_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00373""}",2026-06-28T09:44:02+08:00
964,377,T_0038,10.114.16.24,risk,G_T_0038_risk_malicious,G_T_0038_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00377"",""new_group"":""G_T_0038_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0038_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00373""}",2026-06-28T09:44:02+08:00
965,378,T_0038,10.114.16.24,action,G_T_0038_action_malicious,G_T_0038_action_benign,malicious vs benign,"{""new_claim_id"":""C_00378"",""new_group"":""G_T_0038_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0038_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00374""}",2026-06-28T09:44:02+08:00
966,379,T_0038,10.114.16.24,risk,G_T_0038_risk_malicious,G_T_0038_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00379"",""new_group"":""G_T_0038_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0038_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00373""}",2026-06-28T09:44:02+08:00
967,380,T_0038,10.114.16.24,risk,G_T_0038_risk_benign,G_T_0038_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00380"",""new_group"":""G_T_0038_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0038_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00379""}",2026-06-28T09:44:02+08:00
968,385,T_0039,10.117.23.37,risk,G_T_0039_risk_malicious,G_T_0039_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00385"",""new_group"":""G_T_0039_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00383""}",2026-06-28T09:44:03+08:00
969,386,T_0039,10.117.23.37,risk,G_T_0039_risk_malicious,G_T_0039_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00386"",""new_group"":""G_T_0039_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00383""}",2026-06-28T09:44:03+08:00
970,387,T_0039,10.117.23.37,risk,G_T_0039_risk_malicious,G_T_0039_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00387"",""new_group"":""G_T_0039_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00383""}",2026-06-28T09:44:03+08:00
971,388,T_0039,10.117.23.37,action,G_T_0039_action_malicious,G_T_0039_action_benign,malicious vs benign,"{""new_claim_id"":""C_00388"",""new_group"":""G_T_0039_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00384""}",2026-06-28T09:44:03+08:00
972,389,T_0039,10.117.23.37,risk,G_T_0039_risk_malicious,G_T_0039_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00389"",""new_group"":""G_T_0039_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00383""}",2026-06-28T09:44:03+08:00
973,390,T_0039,10.117.23.37,risk,G_T_0039_risk_malicious,G_T_0039_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00390"",""new_group"":""G_T_0039_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00383""}",2026-06-28T09:44:03+08:00
974,395,T_0040,10.120.30.50,risk,G_T_0040_risk_benign,G_T_0040_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00395"",""new_group"":""G_T_0040_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0040_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00393""}",2026-06-28T09:44:04+08:00
975,396,T_0040,10.120.30.50,risk,G_T_0040_risk_benign,G_T_0040_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00396"",""new_group"":""G_T_0040_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0040_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00393""}",2026-06-28T09:44:04+08:00
976,397,T_0040,10.120.30.50,risk,G_T_0040_risk_benign,G_T_0040_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00397"",""new_group"":""G_T_0040_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0040_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00393""}",2026-06-28T09:44:04+08:00
977,398,T_0040,10.120.30.50,action,G_T_0040_action_benign,G_T_0040_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00398"",""new_group"":""G_T_0040_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0040_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_003"",""opposing_claim_id"":""C_00394""}",2026-06-28T09:44:04+08:00
978,399,T_0040,10.120.30.50,risk,G_T_0040_risk_benign,G_T_0040_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00399"",""new_group"":""G_T_0040_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0040_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00393""}",2026-06-28T09:44:04+08:00
979,400,T_0040,10.120.30.50,risk,G_T_0040_risk_malicious,G_T_0040_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00400"",""new_group"":""G_T_0040_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0040_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00399""}",2026-06-28T09:44:04+08:00
980,405,T_0041,10.123.37.63,risk,G_T_0041_risk_malicious,G_T_0041_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00405"",""new_group"":""G_T_0041_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0041_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00403""}",2026-06-28T09:44:05+08:00
981,406,T_0041,10.123.37.63,risk,G_T_0041_risk_malicious,G_T_0041_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00406"",""new_group"":""G_T_0041_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0041_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00403""}",2026-06-28T09:44:05+08:00
982,407,T_0041,10.123.37.63,risk,G_T_0041_risk_malicious,G_T_0041_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00407"",""new_group"":""G_T_0041_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0041_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00403""}",2026-06-28T09:44:05+08:00
983,408,T_0041,10.123.37.63,action,G_T_0041_action_malicious,G_T_0041_action_benign,malicious vs benign,"{""new_claim_id"":""C_00408"",""new_group"":""G_T_0041_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0041_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00404""}",2026-06-28T09:44:05+08:00
984,409,T_0041,10.123.37.63,risk,G_T_0041_risk_malicious,G_T_0041_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00409"",""new_group"":""G_T_0041_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0041_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00403""}",2026-06-28T09:44:05+08:00
985,410,T_0041,10.123.37.63,risk,G_T_0041_risk_malicious,G_T_0041_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00410"",""new_group"":""G_T_0041_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0041_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00403""}",2026-06-28T09:44:05+08:00
986,415,T_0042,10.126.44.76,risk,G_T_0042_risk_benign,G_T_0042_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00415"",""new_group"":""G_T_0042_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0042_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00413""}",2026-06-28T09:44:06+08:00
987,416,T_0042,10.126.44.76,risk,G_T_0042_risk_benign,G_T_0042_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00416"",""new_group"":""G_T_0042_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0042_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00413""}",2026-06-28T09:44:06+08:00
988,417,T_0042,10.126.44.76,risk,G_T_0042_risk_benign,G_T_0042_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00417"",""new_group"":""G_T_0042_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0042_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00413""}",2026-06-28T09:44:06+08:00
989,418,T_0042,10.126.44.76,action,G_T_0042_action_benign,G_T_0042_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00418"",""new_group"":""G_T_0042_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0042_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00414""}",2026-06-28T09:44:06+08:00
990,419,T_0042,10.126.44.76,risk,G_T_0042_risk_benign,G_T_0042_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00419"",""new_group"":""G_T_0042_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0042_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00413""}",2026-06-28T09:44:06+08:00
991,420,T_0042,10.126.44.76,risk,G_T_0042_risk_malicious,G_T_0042_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00420"",""new_group"":""G_T_0042_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0042_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00419""}",2026-06-28T09:44:06+08:00
