id,step,task_id,subject,group_kind,claim_group_id,opposing_group_id,labels,payload_json,created_at
3065,279,T_0028,10.84.196.134,risk,G_T_0028_risk_malicious,G_T_0028_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00279"",""new_group"":""G_T_0028_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0028_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00273""}",2026-07-03T02:26:40+08:00
3066,280,T_0028,10.84.196.134,risk,G_T_0028_risk_benign,G_T_0028_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00280"",""new_group"":""G_T_0028_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0028_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00279""}",2026-07-03T02:26:40+08:00
3067,285,T_0029,10.87.203.147,risk,G_T_0029_risk_malicious,G_T_0029_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00285"",""new_group"":""G_T_0029_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0029_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00283""}",2026-07-03T02:26:40+08:00
3068,286,T_0029,10.87.203.147,risk,G_T_0029_risk_malicious,G_T_0029_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00286"",""new_group"":""G_T_0029_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0029_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00283""}",2026-07-03T02:26:40+08:00
3069,287,T_0029,10.87.203.147,risk,G_T_0029_risk_malicious,G_T_0029_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00287"",""new_group"":""G_T_0029_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0029_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00283""}",2026-07-03T02:26:40+08:00
3070,288,T_0029,10.87.203.147,action,G_T_0029_action_malicious,G_T_0029_action_benign,malicious vs benign,"{""new_claim_id"":""C_00288"",""new_group"":""G_T_0029_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0029_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00284""}",2026-07-03T02:26:40+08:00
3071,289,T_0029,10.87.203.147,risk,G_T_0029_risk_malicious,G_T_0029_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00289"",""new_group"":""G_T_0029_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0029_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00283""}",2026-07-03T02:26:40+08:00
3072,290,T_0029,10.87.203.147,risk,G_T_0029_risk_malicious,G_T_0029_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00290"",""new_group"":""G_T_0029_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0029_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00283""}",2026-07-03T02:26:40+08:00
3073,295,T_0030,10.90.210.160,risk,G_T_0030_risk_benign,G_T_0030_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00295"",""new_group"":""G_T_0030_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0030_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00293""}",2026-07-03T02:26:40+08:00
3074,296,T_0030,10.90.210.160,risk,G_T_0030_risk_benign,G_T_0030_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00296"",""new_group"":""G_T_0030_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0030_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00293""}",2026-07-03T02:26:40+08:00
3075,297,T_0030,10.90.210.160,risk,G_T_0030_risk_benign,G_T_0030_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00297"",""new_group"":""G_T_0030_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0030_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00293""}",2026-07-03T02:26:40+08:00
3076,298,T_0030,10.90.210.160,action,G_T_0030_action_benign,G_T_0030_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00298"",""new_group"":""G_T_0030_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0030_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_003"",""opposing_claim_id"":""C_00294""}",2026-07-03T02:26:40+08:00
3077,299,T_0030,10.90.210.160,risk,G_T_0030_risk_benign,G_T_0030_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00299"",""new_group"":""G_T_0030_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0030_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00293""}",2026-07-03T02:26:40+08:00
3078,300,T_0030,10.90.210.160,risk,G_T_0030_risk_malicious,G_T_0030_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00300"",""new_group"":""G_T_0030_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0030_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00299""}",2026-07-03T02:26:40+08:00
3079,305,T_0031,10.93.217.173,risk,G_T_0031_risk_malicious,G_T_0031_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00305"",""new_group"":""G_T_0031_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00303""}",2026-07-03T02:26:40+08:00
3080,306,T_0031,10.93.217.173,risk,G_T_0031_risk_malicious,G_T_0031_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00306"",""new_group"":""G_T_0031_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00303""}",2026-07-03T02:26:40+08:00
3081,307,T_0031,10.93.217.173,risk,G_T_0031_risk_malicious,G_T_0031_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00307"",""new_group"":""G_T_0031_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00303""}",2026-07-03T02:26:40+08:00
3082,308,T_0031,10.93.217.173,action,G_T_0031_action_malicious,G_T_0031_action_benign,malicious vs benign,"{""new_claim_id"":""C_00308"",""new_group"":""G_T_0031_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00304""}",2026-07-03T02:26:40+08:00
3083,309,T_0031,10.93.217.173,risk,G_T_0031_risk_malicious,G_T_0031_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00309"",""new_group"":""G_T_0031_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00303""}",2026-07-03T02:26:40+08:00
3084,310,T_0031,10.93.217.173,risk,G_T_0031_risk_malicious,G_T_0031_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00310"",""new_group"":""G_T_0031_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0031_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00303""}",2026-07-03T02:26:40+08:00
3085,315,T_0032,10.96.224.186,risk,G_T_0032_risk_benign,G_T_0032_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00315"",""new_group"":""G_T_0032_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0032_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00313""}",2026-07-03T02:26:40+08:00
3086,316,T_0032,10.96.224.186,risk,G_T_0032_risk_benign,G_T_0032_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00316"",""new_group"":""G_T_0032_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0032_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00313""}",2026-07-03T02:26:40+08:00
3087,317,T_0032,10.96.224.186,risk,G_T_0032_risk_benign,G_T_0032_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00317"",""new_group"":""G_T_0032_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0032_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00313""}",2026-07-03T02:26:40+08:00
3088,318,T_0032,10.96.224.186,action,G_T_0032_action_benign,G_T_0032_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00318"",""new_group"":""G_T_0032_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0032_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00314""}",2026-07-03T02:26:40+08:00
3089,319,T_0032,10.96.224.186,risk,G_T_0032_risk_benign,G_T_0032_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00319"",""new_group"":""G_T_0032_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0032_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00313""}",2026-07-03T02:26:40+08:00
3090,320,T_0032,10.96.224.186,risk,G_T_0032_risk_malicious,G_T_0032_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00320"",""new_group"":""G_T_0032_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0032_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00319""}",2026-07-03T02:26:40+08:00
3091,325,T_0033,10.99.231.199,risk,G_T_0033_risk_malicious,G_T_0033_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00325"",""new_group"":""G_T_0033_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00323""}",2026-07-03T02:26:40+08:00
3092,326,T_0033,10.99.231.199,risk,G_T_0033_risk_malicious,G_T_0033_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00326"",""new_group"":""G_T_0033_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00323""}",2026-07-03T02:26:40+08:00
3093,327,T_0033,10.99.231.199,risk,G_T_0033_risk_malicious,G_T_0033_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00327"",""new_group"":""G_T_0033_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00323""}",2026-07-03T02:26:40+08:00
3094,328,T_0033,10.99.231.199,action,G_T_0033_action_malicious,G_T_0033_action_benign,malicious vs benign,"{""new_claim_id"":""C_00328"",""new_group"":""G_T_0033_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00324""}",2026-07-03T02:26:40+08:00
3095,329,T_0033,10.99.231.199,risk,G_T_0033_risk_malicious,G_T_0033_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00329"",""new_group"":""G_T_0033_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00323""}",2026-07-03T02:26:40+08:00
3096,330,T_0033,10.99.231.199,risk,G_T_0033_risk_malicious,G_T_0033_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00330"",""new_group"":""G_T_0033_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0033_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00323""}",2026-07-03T02:26:40+08:00
3097,335,T_0034,10.102.238.212,risk,G_T_0034_risk_malicious,G_T_0034_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00335"",""new_group"":""G_T_0034_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0034_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00333""}",2026-07-03T02:26:40+08:00
3098,336,T_0034,10.102.238.212,risk,G_T_0034_risk_malicious,G_T_0034_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00336"",""new_group"":""G_T_0034_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0034_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00333""}",2026-07-03T02:26:40+08:00
3099,337,T_0034,,risk,G_T_0034_risk_malicious,G_T_0034_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00337"",""new_group"":""G_T_0034_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0034_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00333""}",2026-07-03T02:26:40+08:00
3100,338,T_0034,10.102.238.212,action,G_T_0034_action_malicious,G_T_0034_action_benign,malicious vs benign,"{""new_claim_id"":""C_00338"",""new_group"":""G_T_0034_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0034_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00334""}",2026-07-03T02:26:40+08:00
3101,339,T_0034,10.102.238.212,risk,G_T_0034_risk_malicious,G_T_0034_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00339"",""new_group"":""G_T_0034_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0034_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00333""}",2026-07-03T02:26:40+08:00
3102,340,T_0034,10.102.238.212,risk,G_T_0034_risk_benign,G_T_0034_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00340"",""new_group"":""G_T_0034_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0034_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00339""}",2026-07-03T02:26:40+08:00
3103,345,T_0035,10.105.245.225,risk,G_T_0035_risk_benign,G_T_0035_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00345"",""new_group"":""G_T_0035_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00343""}",2026-07-03T02:26:40+08:00
3104,346,T_0035,10.105.245.225,risk,G_T_0035_risk_benign,G_T_0035_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00346"",""new_group"":""G_T_0035_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00343""}",2026-07-03T02:26:40+08:00
3105,347,T_0035,10.105.245.225,risk,G_T_0035_risk_benign,G_T_0035_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00347"",""new_group"":""G_T_0035_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00343""}",2026-07-03T02:26:40+08:00
3106,348,T_0035,10.105.245.225,action,G_T_0035_action_benign,G_T_0035_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00348"",""new_group"":""G_T_0035_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_003"",""opposing_claim_id"":""C_00344""}",2026-07-03T02:26:40+08:00
3107,349,T_0035,10.105.245.225,risk,G_T_0035_risk_benign,G_T_0035_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00349"",""new_group"":""G_T_0035_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00343""}",2026-07-03T02:26:40+08:00
3108,350,T_0035,10.105.245.225,risk,G_T_0035_risk_benign,G_T_0035_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00350"",""new_group"":""G_T_0035_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0035_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00343""}",2026-07-03T02:26:40+08:00
3109,355,T_0036,10.108.2.238,risk,G_T_0036_risk_malicious,G_T_0036_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00355"",""new_group"":""G_T_0036_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0036_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00353""}",2026-07-03T02:26:40+08:00
3110,356,T_0036,10.108.2.238,risk,G_T_0036_risk_malicious,G_T_0036_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00356"",""new_group"":""G_T_0036_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0036_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00353""}",2026-07-03T02:26:40+08:00
3111,357,T_0036,10.108.2.238,risk,G_T_0036_risk_malicious,G_T_0036_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00357"",""new_group"":""G_T_0036_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0036_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00353""}",2026-07-03T02:26:40+08:00
3112,358,T_0036,10.108.2.238,action,G_T_0036_action_malicious,G_T_0036_action_benign,malicious vs benign,"{""new_claim_id"":""C_00358"",""new_group"":""G_T_0036_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0036_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00354""}",2026-07-03T02:26:40+08:00
3113,359,T_0036,10.108.2.238,risk,G_T_0036_risk_malicious,G_T_0036_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00359"",""new_group"":""G_T_0036_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0036_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00353""}",2026-07-03T02:26:40+08:00
3114,360,T_0036,10.108.2.238,risk,G_T_0036_risk_benign,G_T_0036_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00360"",""new_group"":""G_T_0036_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0036_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00359""}",2026-07-03T02:26:40+08:00
3115,365,T_0037,10.111.9.11,risk,G_T_0037_risk_benign,G_T_0037_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00365"",""new_group"":""G_T_0037_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00363""}",2026-07-03T02:26:40+08:00
3116,366,T_0037,10.111.9.11,risk,G_T_0037_risk_benign,G_T_0037_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00366"",""new_group"":""G_T_0037_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00363""}",2026-07-03T02:26:40+08:00
3117,367,T_0037,10.111.9.11,risk,G_T_0037_risk_benign,G_T_0037_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00367"",""new_group"":""G_T_0037_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00363""}",2026-07-03T02:26:40+08:00
3118,368,T_0037,10.111.9.11,action,G_T_0037_action_benign,G_T_0037_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00368"",""new_group"":""G_T_0037_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00364""}",2026-07-03T02:26:40+08:00
3119,369,T_0037,10.111.9.11,risk,G_T_0037_risk_benign,G_T_0037_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00369"",""new_group"":""G_T_0037_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00363""}",2026-07-03T02:26:40+08:00
3120,370,T_0037,10.111.9.11,risk,G_T_0037_risk_benign,G_T_0037_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00370"",""new_group"":""G_T_0037_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0037_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00363""}",2026-07-03T02:26:40+08:00
3121,375,T_0038,10.114.16.24,risk,G_T_0038_risk_malicious,G_T_0038_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00375"",""new_group"":""G_T_0038_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0038_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00373""}",2026-07-03T02:26:40+08:00
3122,376,T_0038,10.114.16.24,risk,G_T_0038_risk_malicious,G_T_0038_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00376"",""new_group"":""G_T_0038_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0038_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00373""}",2026-07-03T02:26:40+08:00
3123,377,T_0038,10.114.16.24,risk,G_T_0038_risk_malicious,G_T_0038_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00377"",""new_group"":""G_T_0038_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0038_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00373""}",2026-07-03T02:26:40+08:00
3124,378,T_0038,10.114.16.24,action,G_T_0038_action_malicious,G_T_0038_action_benign,malicious vs benign,"{""new_claim_id"":""C_00378"",""new_group"":""G_T_0038_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0038_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00374""}",2026-07-03T02:26:40+08:00
3125,379,T_0038,10.114.16.24,risk,G_T_0038_risk_malicious,G_T_0038_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00379"",""new_group"":""G_T_0038_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0038_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00373""}",2026-07-03T02:26:40+08:00
3126,380,T_0038,10.114.16.24,risk,G_T_0038_risk_benign,G_T_0038_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00380"",""new_group"":""G_T_0038_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0038_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00379""}",2026-07-03T02:26:40+08:00
3127,385,T_0039,10.117.23.37,risk,G_T_0039_risk_malicious,G_T_0039_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00385"",""new_group"":""G_T_0039_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00383""}",2026-07-03T02:26:40+08:00
3128,386,T_0039,10.117.23.37,risk,G_T_0039_risk_malicious,G_T_0039_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00386"",""new_group"":""G_T_0039_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00383""}",2026-07-03T02:26:40+08:00
3129,387,T_0039,10.117.23.37,risk,G_T_0039_risk_malicious,G_T_0039_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00387"",""new_group"":""G_T_0039_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00383""}",2026-07-03T02:26:40+08:00
3130,388,T_0039,10.117.23.37,action,G_T_0039_action_malicious,G_T_0039_action_benign,malicious vs benign,"{""new_claim_id"":""C_00388"",""new_group"":""G_T_0039_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00384""}",2026-07-03T02:26:40+08:00
3131,389,T_0039,10.117.23.37,risk,G_T_0039_risk_malicious,G_T_0039_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00389"",""new_group"":""G_T_0039_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00383""}",2026-07-03T02:26:40+08:00
3132,390,T_0039,10.117.23.37,risk,G_T_0039_risk_malicious,G_T_0039_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00390"",""new_group"":""G_T_0039_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0039_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00383""}",2026-07-03T02:26:40+08:00
3133,395,T_0040,10.120.30.50,risk,G_T_0040_risk_benign,G_T_0040_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00395"",""new_group"":""G_T_0040_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0040_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00393""}",2026-07-03T02:26:41+08:00
3134,396,T_0040,10.120.30.50,risk,G_T_0040_risk_benign,G_T_0040_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00396"",""new_group"":""G_T_0040_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0040_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00393""}",2026-07-03T02:26:41+08:00
3135,397,T_0040,10.120.30.50,risk,G_T_0040_risk_benign,G_T_0040_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00397"",""new_group"":""G_T_0040_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0040_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00393""}",2026-07-03T02:26:41+08:00
